name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Moore,00-0025708,yes,MIA,QB,32,22,2,1,0,0,135,3,1,0,0,0,0,-1
M.Sanchez,00-0026898,no,NYJ,QB,32,21,3,2,0,0,207,1,2,0,0,0,0,2
