name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.McNabb,00-0011022,yes,PHI,,30,16,2,1,0,0,227,1,0,0,0,0,0
T.Romo,00-0021678,no,DAL,QB,34,21,1,1,0,0,307,3,-1,0,0,0,-3
