name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Griffin,00-0029665,yes,WAS,QB,39,23,0,0,0,0,215,11,9,0,0,0,0,53
C.Newton,00-0027939,no,CAR,QB,23,13,0,1,0,0,201,8,11,1,1,0,0,37
