name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Freeman,00-0026993,yes,TB,,0,1,0,1,0,31,14,1,3,2,1,205,4,11,0,0,0,20
A.Rodgers,00-0023459,no,GB,QB,,,,,,35,17,3,2,0,0,266,3,12,1,0,0,26
