name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,28,17,0,1,1,1,184,3,9,0,0,0,7
J.Cutler,00-0024226,no,CHI,QB,36,17,4,1,0,0,277,3,10,0,0,0,16
