name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Delhomme,00-0004161,yes,CAR,,,,,,,42,19,1,1,0,0,227,2,11,0,0,0,17
C.Henne,00-0026197,no,MIA,QB,0,1,1,1,-1,29,17,0,1,0,0,172,1,0,0,0,0,0
