name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
P.Manning,00-0010346,yes,IND,QB,48,31,4,2,0,0,285,,,,,,,
P.Rivers,00-0022942,no,SD,QB,23,19,0,0,0,0,185,3,9,0,0,0,0,7
