name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Luck,00-0029668,yes,IND,QB,49,32,2,1,0,0,312,6,13,13,1,0,0,12
J.Flacco,00-0026158,no,BAL,QB,38,22,1,0,0,0,235,,,,,,,
