name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Schaub,00-0022787,yes,HOU,QB,35,26,1,3,0,0,300,1,5,0,0,0,5
D.Garrard,00-0021231,no,JAC,,30,18,0,0,0,0,214,5,30,1,0,0,29
