name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Beck,00-0025427,yes,WAS,,47,30,1,1,1,1,254,4,4,0,0,0,0,9
Alex Smith,00-0023436,no,SF,QB,24,17,0,1,0,0,200,4,8,0,0,0,0,9
