name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.McNabb,00-0011022,yes,PHI,,0,0,1,0,0,21,16,0,3,0,0,264,2,17,0,0,0,30
M.Vick,00-0020245,yes,PHI,QB,,,,,,3,1,0,0,0,0,1,4,11,0,0,0,10
J.Johnson,00-0026300,no,TB,,0,2,2,2,-1,50,26,3,2,0,0,240,5,29,0,0,0,40
