name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Leinart,00-0024225,yes,ARI,,,,,,,2,2,0,0,0,0,7,,,,,,
K.Warner,00-0017200,yes,ARI,,0,0,1,0,0,52,30,2,1,0,0,332,,,,,,
P.Manning,00-0010346,no,IND,QB,0,0,1,0,-4,35,24,1,4,0,0,379,2,0,0,0,0,-1
