name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Cutler,00-0024226,yes,CHI,QB,43,24,1,1,1,1,171,2,9,0,0,0,11
D.McNabb,00-0011022,no,PHI,,32,23,1,2,0,0,244,4,6,0,0,0,5
