name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Smith,00-0023436,yes,KC,QB,38,26,1,3,0,0,294,2,-1,0,0,0,0,-3
P.Rivers,00-0022942,no,SD,QB,39,27,0,3,0,0,392,1,1,0,0,0,0,1
