name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Fitzpatrick,00-0023682,yes,BUF,QB,1,0,2,0,-1,23,9,1,0,0,0,98,5,11,0,0,0,32
M.Sanchez,00-0026898,no,NYJ,QB,0,0,1,0,0,15,7,0,1,0,0,104,1,8,0,0,0,8
K.Clemens,00-0024264,no,NYJ,QB,0,0,1,0,0,2,1,0,0,0,0,14,4,6,0,0,0,3
